month,income,rent,food,travel,entertainment,savings,expenses
5,64406,17202,4823,2423,1306,5516,25754
7,45685,7646,7791,2437,2573,3256,20447
12,63481,14293,2848,2627,1630,4161,21398
1,35977,16167,3704,2947,3585,9142,26403
1,64839,14282,7036,4727,3565,7627,29610
10,77874,7906,6093,1488,2137,8755,17624
3,78414,6746,2205,3549,3181,8294,15681
11,55904,9309,3892,3354,3872,6679,20427
2,45538,14912,2520,1416,2713,5035,21561
2,59386,5448,5576,3556,2048,4417,16628
7,58033,8012,7113,1920,2583,9516,19628
12,76241,16696,4351,2553,2366,5022,25966
10,27965,6568,4134,3685,1812,7286,16199
2,29597,16378,6838,1665,2834,4119,27715
11,61476,8491,4475,1005,3119,6955,17090
4,47740,15738,7817,3469,1951,4400,28975
2,26569,17997,6545,2474,3032,7130,30048
6,70643,17667,2785,4498,2224,2809,27174
8,57981,12310,6097,3437,2349,4788,24193
10,31881,11883,7197,3381,1032,2637,23493
4,56996,19967,7443,2471,1096,2152,30977
5,52177,10984,4790,1337,1262,7281,18373
4,76660,14239,7217,3895,3921,7909,29272
3,57177,17826,4157,4159,1913,4433,28055
5,20590,12088,2678,1268,3340,4738,19374
9,76531,18040,5528,3112,3964,9311,30644
8,46119,17822,5559,3725,3777,2138,30883
8,72208,9768,7928,2087,1171,8349,20954
8,71358,6064,2370,2293,1757,8239,12484
12,47915,8821,4937,1656,1925,2725,17339
8,22708,13759,7141,2400,2418,7700,25718
7,58749,6436,2721,2868,2279,7475,14304
8,64989,17702,6400,3828,1900,5542,29830
11,42106,17736,2923,3376,3564,4365,27599
8,37131,17897,7391,4973,2033,8655,32294
8,66553,15897,2835,3565,1270,2018,23567
12,78144,11097,4493,2656,1741,3436,19987
10,26553,19085,4979,1861,2335,3961,28260
7,37881,7483,4325,3468,3614,4454,18890
12,21379,12719,5924,2336,2922,3851,23901
1,45255,9800,4424,3356,3600,9112,21180
4,60128,11382,6521,3861,3697,7521,25461
4,23770,18353,5126,3893,1390,2862,28762
5,39726,9829,7922,2667,1958,2100,22376
10,67217,16971,4376,2825,1574,2592,25746
6,29088,18087,2453,4009,1343,8838,25892
4,54314,11153,5459,2212,2569,8161,21393
2,72278,7794,6859,3768,2401,7274,20822
6,75041,15052,5501,2065,1455,5924,24073
8,58976,16528,5547,3637,2446,8272,28158
8,36350,12612,3148,1319,1443,9135,18522
7,61643,19474,2522,4058,1196,8029,27250
6,54063,15082,6577,2680,3915,7434,28254
2,35861,18018,2121,1444,3410,6461,24993
7,33973,17483,5618,2397,2597,4509,28095
11,37769,6097,6676,1285,2417,7280,16475
12,67249,6638,5722,3218,2760,3955,18338
5,37326,14850,5083,4676,3915,3654,28524
6,56048,14317,4172,3310,3613,9078,25412
10,66365,13455,7930,3989,1670,9543,27044
8,70185,16184,4706,4606,2317,6427,27813
8,22786,18207,7196,2827,2905,6780,31135
3,55001,5160,6813,3189,3072,3688,18234
12,21620,14448,5307,4219,3284,2910,27258
12,56303,19826,5642,2463,1460,8163,29391
7,39589,10906,4817,3675,2344,6641,21742
1,22882,18057,6501,1592,1099,9993,27249
1,69322,13502,7362,1415,3787,8715,26066
7,44524,13418,3484,3072,1407,8142,21381
10,29745,13464,2276,3674,1977,8605,21391
9,56665,12081,7588,1093,3798,3181,24560
7,35861,9412,3248,3352,2457,9531,18469
10,46171,15114,3124,3232,1142,4956,22612
5,46199,8157,4901,3330,3576,9885,19964
8,73274,7338,3657,2178,3570,2604,16743
2,74261,10588,3753,1685,1719,7849,17745
9,78435,19182,6602,1862,2459,4370,30105
6,22837,6601,5658,1684,1417,8232,15360
9,28599,10888,5402,3713,2104,4010,22107
2,35911,8718,6332,2037,1544,8316,18631
3,74380,10546,2751,3937,3864,6135,21098
12,40553,15614,2164,3863,3206,8095,24847
8,59489,6925,3692,4711,2809,7029,18137
1,69831,13758,3956,1340,3674,2202,22728
10,43813,7915,5860,1603,1772,9900,17150
7,58255,11898,4775,2806,2693,7678,22172
7,67889,13443,5289,1733,2068,2242,22533
1,49520,10652,3768,2496,2238,3529,19154
9,49541,15546,4423,3866,1127,8231,24962
8,20236,8501,7551,4893,2573,5740,23518
4,47350,17962,6526,3954,1876,4721,30318
10,64397,15503,5696,2131,3653,8026,26983
11,31549,15307,2782,2354,1540,8675,21983
5,75956,12274,5778,1539,3211,2659,22802
2,47453,6602,2954,3486,3696,2712,16738
9,55191,16462,3992,2732,2558,5895,25744
12,32906,12359,3659,4035,1130,3174,21183
12,34988,5513,2140,2735,3743,7219,14131
6,47723,13633,2719,3713,1503,2246,21568
3,53800,13192,3650,3431,2447,8768,22720
12,59107,11501,5573,3629,3231,2730,23934
7,47430,18426,5474,3207,1825,5927,28932
9,52535,5902,3015,3479,3718,5943,16114
3,22940,10719,6383,4935,2022,3560,24059
2,41793,14412,2342,2419,3601,2984,22774
7,32262,13148,5183,2989,2258,2495,23578
7,72284,7321,4701,1614,1130,7408,14766
4,76232,5855,2975,1487,1696,8558,12013
11,64420,6017,4583,4819,2037,9113,17456
9,57710,10279,5120,2212,1813,4662,19424
8,26961,15412,3823,2441,1658,4126,23334
1,46499,12712,6426,3390,3427,7504,25955
1,60498,9680,6460,2384,2083,9605,20607
5,51283,16696,2010,3156,3974,4575,25836
6,20633,12072,6604,1848,2183,9508,22707
3,26822,11624,4627,1300,2470,3082,20021
9,73255,17742,3468,2391,3585,4753,27186
12,45968,5195,3113,4326,3624,8780,16258
10,59255,9694,2621,2339,2409,6994,17063
6,67899,14524,2900,1704,2093,4958,21221
4,39830,19047,5747,4142,3732,2543,32668
12,25738,9651,6064,1268,2997,5063,19980
7,23098,11991,3471,4917,3011,8833,23390
8,49888,14709,5103,2524,2248,3902,24584
9,28097,17726,2326,4280,3087,6314,27419
11,33136,7697,2073,1477,2169,5171,13416
6,58244,17646,2250,1175,3413,7090,24484
6,28253,16299,4497,1238,1247,8075,23281
8,74333,6057,7001,3940,1011,4150,18009
12,79813,10207,4402,2968,3010,8103,20587
5,70969,15897,6628,1609,1736,2883,25870
3,45208,15255,2295,3906,1509,4677,22965
12,24887,7792,2297,4513,2268,4802,16870
3,71750,5420,7447,4672,2998,7238,20537
6,64411,17840,2301,2787,1170,5975,24098
2,29492,7814,6607,1491,2649,2006,18561
6,55421,7840,2584,3146,1720,4435,15290
6,21454,18437,5624,1328,1814,9645,27203
8,37522,6031,7213,4397,3476,3545,21117
7,58575,12639,3634,1444,2058,6923,19775
8,23192,6491,7005,2689,1204,7400,17389
9,65580,9975,2052,1997,1889,4089,15913
6,75268,15077,7615,3342,2407,9726,28441
3,35775,9947,4276,1441,3952,6191,19616
10,30402,5509,4687,1794,2600,7623,14590
3,33074,6859,4844,2831,3744,4293,18278
11,35245,19051,6886,1890,1749,9391,29576
12,56527,10061,7623,3078,2508,6209,23270
1,72181,6858,6590,2154,2938,4591,18540
11,45936,14105,6948,2751,2767,6425,26571
5,47002,18678,4718,4598,2132,5574,30126
4,35683,10607,5935,3485,2201,6040,22228
9,32460,7065,7190,2349,1248,5224,17852
9,74247,19391,2662,4338,2895,3240,29286
5,50482,7966,2007,3333,2028,9656,15334
10,36447,18346,5683,1290,2180,5829,27499
4,68228,11773,5087,1367,1229,8415,19456
7,37729,18081,6761,1485,3675,8064,30002
6,70126,17029,2668,3602,2284,9567,25583
4,40545,12892,5164,1167,3875,9517,23098
10,75114,14788,3285,2884,1320,5493,22277
2,48204,19094,5620,4542,1027,8404,30283
1,29814,9442,2160,2790,3898,5590,18290
4,77801,14247,4398,4241,1509,2716,24395
4,33890,18195,5245,4958,3275,2263,31673
1,75748,14215,7032,3818,1640,8944,26705
6,72482,8204,2017,4417,1540,2317,16178
4,21740,5575,4533,1077,3719,7833,14904
1,50121,5198,6446,3898,1909,9283,17451
1,31218,12423,4575,2108,2311,9379,21417
1,26055,6365,6967,1891,2517,4207,17740
8,42705,12834,7554,1660,2490,4524,24538
10,54722,6998,4317,2224,2418,2640,15957
8,69431,10350,4918,1588,2458,2858,19314
2,71543,11444,7187,4432,1808,6243,24871
11,62000,6016,3053,3809,2560,7942,15438
7,26439,8618,2315,1564,3567,3470,16064
8,50921,5025,7940,3859,2337,9245,19161
8,53729,14750,6832,1301,2152,2974,25035
11,43211,8724,4211,3340,1513,3285,17788
10,50614,8458,2319,1293,1346,2051,13416
11,37601,16548,7133,1108,1116,6353,25905
7,47796,11593,6527,3412,3458,3019,24990
5,77718,15559,4715,3647,2420,9900,26341
1,26007,19491,2633,3725,2854,5622,28703
12,40514,13662,3705,2517,2421,6343,22305
9,37776,15659,7132,4338,2631,3912,29760
7,22076,12280,6820,3140,2999,2287,25239
2,45350,13069,2672,2708,3145,7373,21594
6,73468,9746,4279,4135,1281,9795,19441
2,58964,12589,5547,1427,3002,7042,22565
1,36292,14077,2470,1637,1806,7828,19990
7,51510,18217,5231,3415,3907,8357,30770
2,48000,19032,4607,4813,2691,7211,31143
2,63083,11978,5332,1104,3704,6639,22118
11,73741,14067,4620,3256,2444,9772,24387
5,50383,14133,6697,4645,1210,8375,26685
5,31785,8041,3382,4059,2690,6738,18172
7,60910,12765,7634,4823,2777,5901,27999
1,59028,10404,6375,3521,3555,9902,23855
8,44855,5571,3185,2084,2346,6108,13186
3,44281,17341,3910,4417,3499,6933,29167
4,68302,13796,2915,1011,1686,4580,19408
9,24841,17612,3617,3513,3670,5516,28412
4,51668,16721,7477,1648,1970,9670,27816
10,46918,9980,3683,4266,1929,3549,19858
12,76313,17552,4425,4145,1017,6934,27139
5,78818,13573,2425,1874,2314,4666,20186
7,79201,6236,3787,3433,3833,4453,17289
4,66152,7380,4584,4207,2773,7759,18944
1,37443,12177,6648,1883,3245,3567,23953
9,52250,18669,2168,1554,2185,5752,24576
4,21922,19538,2514,4985,3464,2287,30501
9,51976,16971,5435,2459,1383,4473,26248
6,31991,15297,7802,4110,3247,2435,30456
1,58869,6517,6525,4614,2769,2989,20425
12,73744,6533,4616,3701,1894,8224,16744
3,42733,10887,4377,2343,2521,5559,20128
11,22473,16486,2690,2894,1979,9349,24049
2,28108,16632,5204,3912,1081,4405,26829
9,48715,12859,4504,1988,2604,8845,21955
12,68218,8489,2352,2579,2953,2254,16373
1,77248,17137,3117,4771,2450,7972,27475
9,62811,9642,3405,1352,2484,4009,16883
9,75900,14062,5939,3561,1883,3834,25445
8,52210,7150,7414,2506,3527,9042,20597
8,68978,16424,6174,4487,1727,6261,28812
11,57317,10319,2677,3851,1123,2464,17970
12,53362,16423,2550,3029,3575,6351,25577
1,74604,8766,2819,2846,2661,2422,17092
11,69658,9960,2213,4441,1525,6293,18139
8,24889,16399,3666,3390,3086,7332,26541
10,44021,11061,6764,4396,3155,6652,25376
3,28212,17685,7084,4438,3315,7933,32522
11,51971,10857,2893,3383,3003,9026,20136
7,70551,9487,6254,4367,2376,3895,22484
11,23201,17018,6076,3071,1310,8668,27475
1,60622,19441,5905,1884,1039,9219,28269
1,59531,12750,4786,2465,1780,3288,21781
10,63421,14804,4248,3151,1580,8072,23783
5,44346,6077,2021,4483,3199,3348,15780
5,57958,6300,5313,1573,2993,2554,16179
8,33715,15350,7860,2688,3234,2006,29132
7,25681,15463,3261,1774,1429,3765,21927
8,56446,19410,3172,4365,3039,4091,29986
6,66870,11649,6880,3934,1456,5243,23919
6,36720,12181,7698,1242,3800,5173,24921
2,21667,13138,4054,3389,2250,6830,22831
6,48152,7529,7352,4925,2451,7699,22257
5,70061,8260,3892,4930,1203,3657,18285
3,77619,5363,4815,3680,3826,8732,17684
6,78235,19574,6674,1864,1117,2811,29229
8,28204,18712,7196,3220,2852,8094,31980
9,57890,5845,6584,2439,2827,9463,17695
1,44537,8032,7021,3150,3269,3228,21472
3,31217,6327,3787,3207,1896,3962,15217
3,68351,16354,3990,4328,3110,2490,27782
11,53741,13583,6317,1713,3443,2317,25056
8,40654,8255,4460,3604,3052,7290,19371
1,21408,10136,4631,1575,1507,6313,17849
5,62903,12108,4268,3243,3192,4548,22811
3,38672,15251,7844,1988,1953,3840,27036
2,61506,8237,4176,2414,3709,3216,18536
8,67117,15238,7362,3981,2182,2332,28763
3,21218,17433,7291,1069,2945,3176,28738
7,70572,14497,7622,4764,3828,8099,30711
12,78798,10668,7599,1842,1958,4600,22067
11,56145,11312,2876,3294,2854,5094,20336
1,76653,16086,5492,3376,3058,9865,28012
6,63732,19505,6258,3205,1068,4263,30036
3,50105,15224,2954,1917,2727,3066,22822
8,24098,13956,6119,3745,2637,5432,26457
6,71890,10465,6288,1742,1963,7744,20458
12,27619,5498,2877,3632,2567,4790,14574
2,31939,16560,6485,1054,1201,9079,25300
6,38226,11062,4544,3533,1265,4461,20404
7,45322,18453,7059,4314,3155,5489,32981
5,71968,7944,4176,2837,3998,4669,18955
3,78215,12952,4600,2376,3237,3673,23165
4,36878,10856,5107,1409,1238,8760,18610
4,26560,16996,5528,4007,1950,4363,28481
6,58278,17405,4408,3952,3390,5968,29155
10,56212,17652,6860,3774,1290,5723,29576
1,49299,12838,3973,2038,3368,5501,22217
11,78419,11077,5948,1146,2808,4814,20979
4,27543,5135,3238,2513,3089,8642,13975
10,43946,14292,4334,2679,1954,2348,23259
4,73146,15063,2767,2048,2221,4122,22099
10,51740,9033,4416,4682,3936,8376,22067
1,65197,11700,7588,2714,1632,9056,23634
9,27253,9113,6994,3380,2930,8867,22417
4,33775,19178,5545,2197,3893,8713,30813
7,52813,17204,7180,2798,1283,6133,28465
12,47632,11546,4309,3337,1806,8405,20998
3,68365,13396,6883,3617,3229,5517,27125
10,22057,9594,6206,4917,2034,2211,22751
12,53431,15563,7948,3838,2906,5529,30255
3,57436,17882,6236,4990,3792,7769,32900
8,38413,5561,2744,4216,3489,7086,16010
8,50225,10400,4582,3956,3676,9449,22614
11,58485,12333,6174,4193,3435,9737,26135
12,22696,8314,3517,1026,1575,6880,14432
1,65968,8960,4556,4137,3501,5636,21154
10,36101,15718,7066,2124,2618,8349,27526
2,28831,7211,6161,3973,1926,6100,19271
8,39047,7371,7629,3435,2025,7738,20460
1,71897,19886,5983,4165,1810,3266,31844
12,25004,11974,3394,2090,2265,2147,19723
8,42705,17927,2286,1249,1808,9858,23270
8,65924,19214,5247,1141,3415,3709,29017
2,41509,7681,6218,1266,1941,5022,17106
4,74100,7806,4602,4623,1039,7442,18070
6,57170,16961,7099,1214,2338,8530,27612
12,63555,7255,2003,1488,1556,5990,12302
11,34662,17602,7935,1495,2321,5464,29353
9,72579,19639,2411,1479,2654,7770,26183
8,58680,14092,6345,3690,3027,9854,27154
12,20394,11382,5727,4561,1916,5836,23586
8,67403,14942,7606,1000,1642,8064,25190
7,56365,9899,3917,4080,3497,5321,21393
9,30524,16487,3356,2903,1394,6523,24140
2,53097,8159,2157,1840,1791,2368,13947
3,46673,10656,3600,3427,3135,9144,20818
10,37156,6452,4884,1843,3580,5980,16759
8,77287,14435,7706,4968,2944,6743,30053
6,21645,7322,5489,4215,1743,3470,18769
10,79076,14862,7559,2885,3428,5093,28734
9,49049,15219,7073,4911,2578,4597,29781
10,70939,12097,4382,3349,3478,6634,23306
4,29815,6768,7357,1649,2239,5353,18013
8,70151,11096,2152,2440,1276,3302,16964
10,21848,10185,3629,2893,1193,7239,17900
3,54329,16855,4796,3856,1178,5324,26685
3,53541,18734,4881,4250,2166,3894,30031
8,27311,15494,5802,2301,3044,6062,26641
5,41563,19460,4805,4215,2561,4524,31041
3,35203,6169,6080,3386,1217,3088,16852
10,70955,9710,5470,2482,1987,7705,19649
11,29290,15624,3055,2725,1556,3326,22960
1,54818,11590,4579,2354,2247,9484,20770
3,78942,5386,6148,2293,3815,6269,17642
12,37131,7430,4765,4046,2785,8019,19026
9,50143,16540,7850,4258,1076,9582,29724
5,44509,6405,3328,3713,1598,3283,15044
12,42244,5123,6044,2195,2231,5356,15593
10,56741,8997,4392,1403,2182,8216,16974
2,46898,10909,5153,2491,1523,3102,20076
7,78897,16644,2000,3294,2381,3067,24319
2,54383,8896,2166,4972,3860,2744,19894
4,67318,14816,5254,2546,1383,5074,23999
12,40138,13066,7060,3606,2589,4490,26321
7,63262,14373,3885,3825,3551,4126,25634
4,25506,5727,6368,2852,2473,9544,17420
7,40605,12039,7788,1110,3289,5764,24226
7,33054,17076,2899,4035,1368,8282,25378
1,48231,12715,4248,1812,2494,8021,21269
6,33861,8670,5263,4374,1287,4862,19594
9,31587,6141,5412,1929,1398,5078,14880
2,33515,15567,5577,1885,3151,2882,26180
3,41675,9031,4187,1908,2334,7997,17460
10,58622,13550,3219,4544,1126,7955,22439
5,36600,8742,5132,3838,3087,8868,20799
9,47892,7844,2359,3339,2770,4560,16312
4,37743,17730,4039,2982,3929,6791,28680
1,23774,7211,5937,4323,3992,5834,21463
4,41801,5972,5154,4659,1246,4774,17031
6,57695,5360,2333,1174,2829,2076,11696
5,48853,7632,2730,3156,3359,5114,16877
1,24429,8190,3497,4009,3081,8043,18777
4,24606,9948,3417,2363,3176,5228,18904
6,24478,6624,5763,3895,3057,8673,19339
10,68844,17120,3743,2037,2191,7974,25091
10,38280,18899,7696,3740,2807,7339,33142
4,60134,6756,7499,4393,2239,7704,20887
9,24427,12818,6116,4855,3989,3012,27778
5,66244,10119,3973,4011,2775,6285,20878
8,25361,19195,2878,3090,2625,2874,27788
9,45475,11026,6272,1460,3982,6357,22740
10,20641,13432,7482,4173,1339,8287,26426
5,41730,17953,4884,4696,3728,5556,31261
6,41113,19900,5007,3752,2591,8784,31250
1,40011,18453,4595,4080,2687,4325,29815
11,75746,11975,4297,1148,2308,8957,19728
12,77539,5975,2660,1337,1533,3725,11505
7,62853,19327,5144,2002,1808,9830,28281
4,39659,19366,5162,3271,3480,5988,31279
11,56818,9318,7295,2133,3805,4354,22551
2,57321,10923,6221,1353,3698,5967,22195
5,41309,7313,5985,2107,3644,4654,19049
12,38688,14497,3269,3602,3297,8693,24665
3,48176,5787,6706,3113,2354,5227,17960
6,23343,7428,3294,4459,3951,6395,19132
8,22056,13747,3009,2914,3462,4394,23132
7,39192,15301,4091,3668,2225,7542,25285
3,43476,18134,3757,4685,3053,6521,29629
8,29416,11664,3964,4206,1848,2041,21682
2,59994,18382,6643,2109,2509,8459,29643
10,20886,15841,3191,1083,2222,6733,22337
9,28584,14751,3053,2977,1012,3848,21793
4,79019,17427,4841,1226,3053,4124,26547
1,47766,12483,7716,4331,2434,6191,26964
8,76872,6363,4404,3939,2580,9430,17286
7,38830,8959,5562,2012,1537,4866,18070
11,40289,13781,5704,1019,3051,6832,23555
5,75626,6749,3822,4106,2812,3646,17489
10,31530,11671,3271,4936,3034,8893,22912
5,23591,5540,3719,3802,3331,2204,16392
7,48342,12634,2252,2466,1721,7407,19073
5,79871,15614,4768,3988,2823,5334,27193
8,71333,13482,3559,1269,3740,5659,22050
11,41395,15282,2736,4806,2788,9079,25612
6,74182,8935,6995,3453,2952,2654,22335
5,36738,8958,3928,2531,3704,4362,19121
9,22631,8859,7413,1303,1951,3392,19526
11,37905,13050,4190,4741,1627,5668,23608
2,39056,14447,3002,2308,2777,7371,22534
1,64138,10331,4985,4619,3421,7452,23356
8,71489,13199,3922,4056,2641,6839,23818
12,76120,6657,5752,1809,2147,9593,16365
3,69780,17770,6137,2052,2417,8438,28376
11,43546,11185,5702,3438,1649,8974,21974
12,55447,9428,5192,4487,3772,8785,22879
12,74418,14448,7943,2932,1811,2284,27134
12,57190,12237,5834,3040,2079,3340,23190
7,46014,17142,6438,4838,3179,2511,31597
10,27463,6039,6427,1908,3828,5055,18202
11,62381,7116,5527,1141,3169,6124,16953
8,70278,19388,7556,3693,3249,5811,33886
6,21780,13876,2340,2679,2989,5365,21884
12,46107,9018,4388,1808,2625,5078,17839
10,79258,18281,5487,1947,3749,6637,29464
9,51587,14989,3700,4951,3605,4262,27245
7,62192,12546,7383,4412,2847,6722,27188
10,79300,6824,3233,3292,2865,8107,16214
5,59339,8534,4570,1765,1578,6023,16447
8,44968,11670,7563,3923,2136,2214,25292
2,53593,19093,4298,3959,3274,7283,30624
7,63923,18990,2137,4076,3221,5241,28424
4,43660,13254,4798,1919,2019,4268,21990
9,22395,13452,4930,1938,2157,7119,22477
12,56913,8571,5920,3496,2649,5331,20636
1,76211,8192,6182,3313,3190,7843,20877
7,51848,9953,3833,4562,1568,4308,19916
6,35779,18551,4139,2262,2317,3837,27269
8,25492,14680,2207,3297,1276,9809,21460
5,49722,14322,4233,1954,2515,7119,23024
1,27111,19318,3850,2314,2586,7736,28068
1,65855,9275,3687,1542,2958,2565,17462
9,29984,5354,4203,3679,2494,5691,15730
10,52016,10029,4208,2102,3323,9639,19662
6,47640,7774,7604,3954,1233,5898,20565
10,26792,5588,7622,3568,2265,2800,19043
5,78707,19048,2850,4521,1031,3278,27450
1,46924,5604,4203,4627,2371,3301,16805
6,72703,15420,5690,3931,1759,5630,26800
6,52577,13365,5355,3781,2798,6741,25299
3,27711,19689,4609,1143,2794,9191,28235
8,40012,5353,2223,4191,1792,7084,13559
1,54333,16482,5774,3991,2391,5504,28638
1,56435,10434,3411,3612,1761,2991,19218
6,79557,5433,7815,4648,1264,6724,19160
10,59227,16144,6392,2199,3262,7870,27997
1,24096,19617,2322,3117,1281,4525,26337
6,21019,13450,7973,4885,1529,7613,27837
1,44312,5867,3511,3680,2882,4429,15940
6,29476,15798,4086,3936,3028,6914,26848
3,28254,19340,6600,4274,3049,8517,33263
8,79874,16837,7656,3848,3560,4600,31901
6,52419,19291,7461,3227,1815,8905,31794
11,31584,13787,4287,1592,1463,7442,21129
1,25965,10764,2686,1566,2470,5160,17486
5,31464,5393,4017,1690,2386,4139,13486
8,71421,17623,3468,4681,1163,2376,26935
3,32439,15302,5923,2133,2726,3104,26084
12,77987,17056,6835,4495,2610,7761,30996
6,57489,17331,2996,1664,3585,8746,25576
5,61176,15392,4534,2982,1510,4147,24418
6,52963,17189,4812,4574,2797,3613,29372
10,48440,17045,7530,1405,2244,7674,28224
1,23273,18141,2622,1985,1554,7242,24302
7,35330,8754,5824,3684,3688,4847,21950
9,41494,9370,4783,4162,2306,5467,20621
2,30886,16621,6393,4365,2908,2022,30287
10,76553,9521,3075,2416,2397,4703,17409
5,23212,12699,2303,4108,1258,6011,20368
10,55523,9578,7407,1516,3492,6865,21993
4,37905,13405,2663,1849,2224,8662,20141
6,42058,7126,4946,4733,2665,5348,19470
6,21080,13330,7237,2901,2403,5769,25871
11,52675,18237,5994,1907,2865,9262,29003
2,42007,9193,3992,1315,1765,2918,16265
2,68269,8960,5495,4243,1064,9549,19762
4,37105,5663,4694,4477,3705,3979,18539
1,50279,19533,6304,2285,2669,2376,30791
9,66815,7832,5198,2507,3089,9192,18626
7,37946,19491,7412,1026,1878,8434,29807
12,20639,14265,2518,2518,1195,3250,20496
7,73412,9574,6433,1054,2383,3196,19444
3,32502,11371,7909,2934,2795,3670,25009
11,57958,17214,3869,2855,3435,9620,27373
12,48363,12624,5810,1248,1064,9455,20746
3,23736,19857,2912,3320,2320,9988,28409
1,76898,11292,5934,4330,2450,5140,24006
3,36473,10177,6902,2801,1222,5352,21102
3,54019,13353,5188,3238,3962,4910,25741
4,62062,12006,3315,3622,2532,8485,21475
4,41087,14692,7390,1856,1441,6965,25379
3,69500,8178,5228,2469,2437,3356,18312
10,48489,10546,2571,2876,1902,3766,17895
12,56820,9490,5255,2525,3500,7505,20770
8,39325,9896,4471,3663,3367,3365,21397
8,77589,5185,7775,2416,1769,4364,17145
1,20271,9653,7135,4479,1882,5976,23149
7,38414,6980,7021,4871,1450,7426,20322
11,44220,9541,7880,2794,3943,5841,24158
2,64466,12808,2097,4065,2102,5244,21072
1,68657,17180,6033,3720,1742,2543,28675
3,62425,5829,3639,3730,3404,5271,16602
4,29387,8519,6842,1108,2609,5663,19078
6,69144,19422,7541,3699,2544,7984,33206
10,31279,18560,7426,4676,3829,8218,34491
5,47584,13008,6027,1980,3613,8047,24628
4,64783,16703,2260,4174,2915,2775,26052
8,59809,16520,7358,3273,2248,3620,29399
11,74327,16540,2935,1352,1527,6312,22354
12,78958,10909,3797,4231,1723,8776,20660
4,70278,15677,2331,2427,1240,2531,21675
10,73531,17803,6210,2730,3661,6544,30404
12,61476,18888,2267,4395,3142,9828,28692
2,30857,18234,4059,3192,1364,9174,26849
3,62261,6225,2072,2777,2208,2888,13282
6,28052,18886,7111,4536,2159,3913,32692
8,36995,10774,4921,3962,1024,6056,20681
8,69901,18043,4453,4203,2960,2392,29659
11,33580,7844,5888,2116,3365,3621,19213
9,38240,12347,2177,3320,3380,5457,21224
7,77743,7733,3999,4775,3961,9668,20468
2,37910,9420,2771,1533,1561,7266,15285
8,30216,8996,2945,2217,1680,4363,15838
7,58997,15862,6495,4241,3147,8597,29745
8,77663,17974,2269,3507,3417,9354,27167
12,66111,14690,3855,3988,2616,3348,25149
3,44911,6688,3655,4082,2035,4860,16460
7,54866,19287,5752,3228,1719,2317,29986
10,35438,7447,4533,2255,3124,8537,17359
9,27865,5867,6154,2979,1586,6474,16586
3,36557,17504,4689,3076,1973,2704,27242
10,32211,11952,6982,1531,3729,8937,24194
6,78985,16200,6361,4076,2846,7593,29483
2,53268,16716,4122,2944,2371,5771,26153
2,23646,18288,5161,4617,2466,3041,30532
5,75371,11084,2504,1139,1690,4874,16417
5,71515,18219,4404,4099,1087,6244,27809
7,62816,15204,4201,3145,3512,6653,26062
12,43924,13431,5289,1261,1493,9179,21474
2,64112,10305,6581,4829,2245,8885,23960
11,71048,13239,7659,1018,3020,4509,24936
7,74911,9049,3153,3059,2141,9792,17402
5,29910,8457,6161,3584,1135,9327,19337
6,21778,16471,4427,2548,1977,6006,25423
8,65752,8228,3336,2488,3234,5810,17286
10,39441,6248,2406,4659,1541,5024,14854
12,25190,6167,5478,3306,3626,6790,18577
4,35304,8490,6044,3071,1929,8710,19534
7,59765,18162,2276,2031,2402,8409,24871
6,47289,6897,5480,4951,1810,6642,19138
10,64788,16728,4361,1227,1411,4127,23727
2,24747,7179,4596,1375,1216,6613,14366
8,29286,17912,7368,2146,3717,7758,31143
10,20045,10955,3968,2113,1829,7187,18865
9,49742,15162,2460,4884,2133,4749,24639
5,27758,17888,4446,4527,1284,2243,28145
10,78789,7720,5739,3271,3930,2008,20660
4,79540,15573,7763,1735,1769,9324,26840
6,43437,6943,3582,1256,2896,5654,14677
8,39585,16338,7051,3562,1568,8607,28519
11,53223,10912,5517,1832,2321,4693,20582
3,29854,16675,6802,2806,3608,3323,29891
10,72076,12686,6198,4889,3744,7439,27517
11,76950,8696,4375,4219,3758,4296,21048
11,37349,19371,4739,4458,1529,4370,30097
1,50692,7825,2971,1700,3536,4603,16032
4,41348,18936,3325,1910,2767,7747,26938
4,54296,15019,2152,1698,3074,5533,21943
1,55744,13414,5608,1437,3043,9565,23502
9,39455,6746,5960,2723,2141,2392,17570
3,33288,5529,5106,4707,2077,3251,17419
5,74021,11384,7052,3084,1503,4966,23023
6,26387,13325,5086,2684,3024,6664,24119
8,55289,16995,7225,3153,1151,6339,28524
6,59293,9486,2729,1614,1736,5128,15565
3,53894,5101,5967,2942,1478,3166,15488
6,43016,19328,6169,2912,2685,8335,31094
1,66116,8723,6951,3279,2239,4566,21192
4,74925,7728,6002,3914,3878,9571,21522
6,60484,7545,4332,4217,2371,5007,18465
7,50215,7558,3573,2040,2363,9442,15534
11,36102,11846,5268,2182,1849,9813,21145
11,23404,16233,6375,1959,3601,9206,28168
10,57260,15192,6882,2839,2696,2192,27609
3,55111,5948,2685,2305,2398,2326,13336
9,20106,14760,5888,1277,2560,8626,24485
12,35195,9936,3579,1124,2326,6120,16965
12,66009,7053,2968,4756,2265,6197,17042
7,47153,16197,5737,4491,2401,2662,28826
1,72306,5193,4033,2343,2708,6312,14277
2,49605,13933,7261,1674,2412,6837,25280
